id,interval_low,interval_high
98,122.68577234922273,122.68577234922273
436,55.565539599958555,55.565539599958555
17,177.48789756967733,177.48789756967733
210,122.68070322966551,122.68070322966551
177,212.4444931259129,212.4444931259129
229,105.77037703235888,105.77037703235888
69,128.1041674636023,128.1041674636023
227,98.1650664804168,98.1650664804168
362,227.9457235713283,227.9457235713283
97,218.94701800544107,218.94701800544107
42,148.5730804196967,148.5730804196967
218,135.28738644774268,135.28738644774268
142,168.87460321848735,168.87460321848735
337,167.1442942837369,167.1442942837369
199,169.67287611942825,169.67287611942825
399,184.80656468410712,184.80656468410712
265,136.55789862291587,136.55789862291587
72,136.9570828935759,136.9570828935759
65,182.7971532326958,182.7971532326958
295,159.00780279391526,159.00780279391526
409,172.41803586825887,172.41803586825887
173,100.22521328052099,100.22521328052099
171,96.19485346947593,96.19485346947593
254,253.18890264625028,253.18890264625028
440,206.33540318616082,206.33540318616082
159,227.25982307722347,227.25982307722347
24,161.4911638326829,161.4911638326829
61,174.54123259610128,174.54123259610128
77,96.2751232516016,96.2751232516016
343,161.95748211055155,161.95748211055155
310,204.52415317206197,204.52415317206197
354,201.46479220700198,201.46479220700198
302,201.914729168963,201.914729168963
376,207.0294120344184,207.0294120344184
152,197.0714471636234,197.0714471636234
130,245.02375459651535,245.02375459651535
338,130.9088726315347,130.9088726315347
413,129.48938935015872,129.48938935015872
15,168.01297826560395,168.01297826560395
328,186.94773554803137,186.94773554803137
380,173.21048937922657,173.21048937922657
55,74.3098173782083,74.3098173782083
149,168.88427351986851,168.88427351986851
421,182.32729251006356,182.32729251006356
231,155.38761967053023,155.38761967053023
299,121.46870065159007,121.46870065159007
96,198.18235356262585,198.18235356262585
83,152.44306789732119,152.44306789732119
417,159.00356706157842,159.00356706157842
41,83.58742431015146,83.58742431015146
8,161.56919078272085,161.56919078272085
126,75.13138042914463,75.13138042914463
60,116.64185556920847,116.64185556920847
341,181.86783449120819,181.86783449120819
139,239.03658013084467,239.03658013084467
32,240.94153356338865,240.94153356338865
434,139.0902476796972,139.0902476796972
238,174.87063823292732,174.87063823292732
311,167.29285333583402,167.29285333583402
224,87.48489140874031,87.48489140874031
288,82.49471476084352,82.49471476084352
438,116.82318563499436,116.82318563499436
437,188.7542613363512,188.7542613363512
73,122.42400983237724,122.42400983237724
393,110.66699234261964,110.66699234261964
350,252.8477630829151,252.8477630829151
435,123.79544351927481,123.79544351927481
388,154.33905986556863,154.33905986556863
84,52.83914499694043,52.83914499694043
330,175.60013845398782,175.60013845398782
10,114.33197914031442,114.33197914031442
120,157.94399440060914,157.94399440060914
137,221.1923242182418,221.1923242182418
204,170.5392303405632,170.5392303405632
316,192.5532710945243,192.5532710945243
272,140.61749228376377,140.61749228376377
327,209.3364247882766,209.3364247882766
146,191.34397960609206,191.34397960609206
202,158.65698429281704,158.65698429281704
358,61.480491986610616,61.480491986610616
325,215.3958767516271,215.3958767516271
242,99.42243325504226,99.42243325504226
116,202.12932818550232,202.12932818550232
239,173.16282531914578,173.16282531914578
164,125.98947955989263,125.98947955989263
51,160.0337211672601,160.0337211672601
282,139.1370366836787,139.1370366836787
163,197.2963494436679,197.2963494436679
275,162.49979142667283,162.49979142667283
344,150.52298107805046,150.52298107805046
432,220.77217925090366,220.77217925090366
356,90.522140900161,90.522140900161
111,114.66253149653718,114.66253149653718
53,160.12935910289704,160.12935910289704
280,156.48760654364858,156.48760654364858
361,123.26204499663356,123.26204499663356
351,96.03199218477904,96.03199218477904
216,206.9441976003067,206.9441976003067
395,160.11076717622592,160.11076717622592
125,186.12437833912907,186.12437833912907
332,279.319706629723,279.319706629723
165,79.58307145282198,79.58307145282198
30,163.93388949741444,163.93388949741444
317,175.20607964995472,175.20607964995472
36,195.1083043183449,195.1083043183449
352,43.377582667152865,43.377582667152865
255,116.07194779049198,116.07194779049198
190,186.62890256477473,186.62890256477473
188,150.95104774031478,150.95104774031478
422,201.7201436400593,201.7201436400593
306,132.8257481305061,132.8257481305061
